Name,Sector,Category,,
AVA Avista Corp,Utilities,Electric Utilities,,
BENH Bio-En Holdings Corp,Utilities,Electric Utilities,,
BKH Black Hills Corp,Utilities,Electric Utilities,,
"CNP,B CenterPoint Energy Inc",Utilities,Electric Utilities,,
CNP CenterPoint Energy Inc,Utilities,Electric Utilities,,
CLSI Clancy Systems International Inc,Utilities,Electric Utilities,,
CWEN.A Clearway Energy Inc,Utilities,Electric Utilities,,
CWEN Clearway Energy Inc,Utilities,Electric Utilities,,
CMSC CMS Energy Corp,Utilities,Electric Utilities,,
CMSD CMS Energy Corp,Utilities,Electric Utilities,,
CMSA CMS Energy Corp,Utilities,Electric Utilities,,
CMS CMS Energy Corp,Utilities,Electric Utilities,,
CMNR Commerce Energy Group Inc,Utilities,Electric Utilities,,
ED Consolidated Edison Inc,Utilities,Electric Utilities,,
"CMS,B Consumers Energy Co",Utilities,Electric Utilities,,
D Dominion Energy Inc,Utilities,Electric Utilities,,
DRUA Dominion Energy Inc,Utilities,Electric Utilities,,
DCUE Dominion Energy Inc,Utilities,Electric Utilities,,
DTE DTE Energy Co,Utilities,Electric Utilities,,
DTQ DTE Energy Co,Utilities,Electric Utilities,,
DTY DTE Energy Co,Utilities,Electric Utilities,,
DTJ DTE Energy Co,Utilities,Electric Utilities,,
DTE DTE Energy Co,Utilities,Electric Utilities,,
"DUK,A Duke Energy Corp",Utilities,Electric Utilities,,
DUKH Duke Energy Corp,Utilities,Electric Utilities,,
DUKB Duke Energy Corp,Utilities,Electric Utilities,,
DUK Duke Energy Corp,Utilities,Electric Utilities,,
EIX Edison International,Utilities,Electric Utilities,,
EE El Paso Electric Co,Utilities,Electric Utilities,,
BANGN Emera Maine,Utilities,Electric Utilities,,
ETR Entergy Corp,Utilities,Electric Utilities,,
ELC Entergy Louisiana LLC,Utilities,Electric Utilities,,
ELU Entergy Louisiana LLC,Utilities,Electric Utilities,,
ELJ Entergy Louisiana LLC,Utilities,Electric Utilities,,
EMP Entergy Mississippi LLC,Utilities,Electric Utilities,,
ENJ Entergy New Orleans LLC,Utilities,Electric Utilities,,
ENO Entergy New Orleans LLC,Utilities,Electric Utilities,,
"ETI, Entergy Texas Inc",Utilities,Electric Utilities,,
EZT Entergy Texas Inc,Utilities,Electric Utilities,,
ETRXF Etrion Corp,Utilities,Electric Utilities,,
EVRG Evergy Inc,Utilities,Electric Utilities,,
ES Eversource Energy,Utilities,Electric Utilities,,
EVSO Evolution Solar Corp,Utilities,Electric Utilities,,
EXC Exelon Corp,Utilities,Electric Utilities,,
FE FirstEnergy Corp,Utilities,Electric Utilities,,
GNE Genie Energy Ltd,Utilities,Electric Utilities,,
"GNE,A Genie Energy Ltd",Utilities,Electric Utilities,,
HAWEL Hawaiian Electric Company Inc,Utilities,Electric Utilities,,
HAWEM Hawaiian Electric Company Inc,Utilities,Electric Utilities,,
HAWEN Hawaiian Electric Company Inc,Utilities,Electric Utilities,,
HAWLI Hawaiian Electric Company Inc,Utilities,Electric Utilities,,
HAWLL Hawaiian Electric Company Inc,Utilities,Electric Utilities,,
HAWLM Hawaiian Electric Company Inc,Utilities,Electric Utilities,,
HAWLN Hawaiian Electric Company Inc,Utilities,Electric Utilities,,
HE Hawaiian Electric Industries Inc,Utilities,Electric Utilities,,
IDA Idacorp Inc,Utilities,Electric Utilities,,
IPLDP Interstate Power and Light Co,Utilities,Electric Utilities,,
LWCTF LCTI Low Carbon Technologies International Inc,Utilities,Electric Utilities,,
MMMW Mass Megawatts Windpower Inc,Utilities,Electric Utilities,,
MGEE MGE Energy Inc,Utilities,Electric Utilities,,
MINE Minerco Inc,Utilities,Electric Utilities,,
MCPB MT. Carmel Public Utility Co,Utilities,Electric Utilities,,
NEE Nextera Energy Inc,Utilities,Electric Utilities,,
"NEE,O Nextera Energy Inc",Utilities,Electric Utilities,,
NWE NorthWestern Corp,Utilities,Electric Utilities,,
NRG NRG Energy Inc,Utilities,Electric Utilities,,
CPWR Ocean Thermal Energy Corp,Utilities,Electric Utilities,,
OGE OGE Energy Corp,Utilities,Electric Utilities,,
OTTR Otter Tail Corp,Utilities,Electric Utilities,,
"PCG,I Pacific Gas and Electric Co",Utilities,Electric Utilities,,
"PCG,H Pacific Gas and Electric Co",Utilities,Electric Utilities,,
"PCG,G Pacific Gas and Electric Co",Utilities,Electric Utilities,,
"PCG,E Pacific Gas and Electric Co",Utilities,Electric Utilities,,
"PCG,D Pacific Gas and Electric Co",Utilities,Electric Utilities,,
"PCG,C Pacific Gas and Electric Co",Utilities,Electric Utilities,,
"PCG,B Pacific Gas and Electric Co",Utilities,Electric Utilities,,
"PCG,A Pacific Gas and Electric Co",Utilities,Electric Utilities,,
ATO Atmos Energy Corp,Utilities,Gas Utilities,,
CPK Chesapeake Utilities Corp,Utilities,Gas Utilities,,
CLNE Clean Energy Fuels Corp,Utilities,Gas Utilities,,
CNIG Corning Natural Gas Holding Corp,Utilities,Gas Utilities,,
CNIGP Corning Natural Gas Holding Corp,Utilities,Gas Utilities,,
CNIGO Corning Natural Gas Holding Corp,Utilities,Gas Utilities,,
"EP,C El Paso Energy Capital Trust I",Utilities,Gas Utilities,,
FGP Ferrellgas Partners LP,Utilities,Gas Utilities,,
MDU Mdu Resources Group Inc,Utilities,Gas Utilities,,
NJR New Jersey Resources Corp,Utilities,Gas Utilities,,
NICRL Nicor Inc,Utilities,Gas Utilities,,
NI NiSource Inc,Utilities,Gas Utilities,,
"NI,B NiSource Inc",Utilities,Gas Utilities,,
NWN Northwest Natural Holding Co,Utilities,Gas Utilities,,
OGS ONE Gas Inc,Utilities,Gas Utilities,,
RGCO RGC Resources Inc,Utilities,Gas Utilities,,
SRE Sempra Energy,Utilities,Gas Utilities,,
"SRE,A Sempra Energy",Utilities,Gas Utilities,,
"SRE,B Sempra Energy",Utilities,Gas Utilities,,
SREA Sempra Energy,Utilities,Gas Utilities,,
SJI South Jersey Industries Inc,Utilities,Gas Utilities,,
SJIU South Jersey Industries Inc,Utilities,Gas Utilities,,
SJIJ South Jersey Industries Inc,Utilities,Gas Utilities,,
SWX Southwest Gas Holdings Inc,Utilities,Gas Utilities,,
SR Spire Inc,Utilities,Gas Utilities,,
"SR,A Spire Inc",Utilities,Gas Utilities,,
SGU Star Group LP,Utilities,Gas Utilities,,
SPH Suburban Propane Partners LP,Utilities,Gas Utilities,,
UGI UGI Corp,Utilities,Gas Utilities,,
WGLCP Washington Gas Light Co,Utilities,Gas Utilities,,
WGLCO Washington Gas Light Co,Utilities,Gas Utilities,,
WGLCN Washington Gas Light Co,Utilities,Gas Utilities,,
XLPI Xcelplus International Inc,Utilities,Gas Utilities,,
AWR American States Water Co,Utilities,Water Utilities,,
AWK American Water Works Company Inc,Utilities,Water Utilities,,
WTRU Aqua America Inc,Utilities,Water Utilities,,
WTR Aqua America Inc,Utilities,Water Utilities,,
ARTNB Artesian Resources Corp,Utilities,Water Utilities,,
ARTNA Artesian Resources Corp,Utilities,Water Utilities,,
CDZI Cadiz Inc,Utilities,Water Utilities,,
CWT California Water Service Group,Utilities,Water Utilities,,
GWRS Global Water Resources Inc,Utilities,Water Utilities,,
MSEX Middlesex Water Co,Utilities,Water Utilities,,
MSEXP Middlesex Water Co,Utilities,Water Utilities,,
NESW New England Service Co,Utilities,Water Utilities,,
NES Nuverra Environmental Solutions Inc,Utilities,Water Utilities,,
PURA Puration Inc,Utilities,Water Utilities,,
PCYO Pure Cycle Corp,Utilities,Water Utilities,,
SJW SJW Group,Utilities,Water Utilities,,
TORW Torrington Water Co,Utilities,Water Utilities,,
TURV Two Rivers Water & Farming Co,Utilities,Water Utilities,,
WVAW West Virginia American Water Co,Utilities,Water Utilities,,
YORW York Water Co,Utilities,Water Utilities,,
ALSK Alaska Communications Systems Group Inc,Telecommunication Services,Major Telecommunications,,
TBB AT&T Inc,Telecommunication Services,Major Telecommunications,,
TBC AT&T Inc,Telecommunication Services,Major Telecommunications,,
T AT&T Inc,Telecommunication Services,Major Telecommunications,,
ATNI ATN International Inc,Telecommunication Services,Major Telecommunications,,
BWTX Bakken Water Transfer Services Inc,Telecommunication Services,Major Telecommunications,,
CNSL Consolidated Communications Holdings Inc,Telecommunication Services,Major Telecommunications,,
FCAA Ficaar Inc,Telecommunication Services,Major Telecommunications,,
SHEN Shenandoah Telecommunications Co,Telecommunication Services,Major Telecommunications,,
VZ Verizon Communications Inc,Telecommunication Services,Major Telecommunications,,
SVNJ 727 Communications Inc,Telecommunication Services,Specialty Telecommunications,,
ACCR Access-Power Inc,Telecommunication Services,Specialty Telecommunications,,
APWL Advanced Powerline Technologies Inc,Telecommunication Services,Specialty Telecommunications,,
AFFN Satelinx International Inc,Telecommunication Services,Specialty Telecommunications,,
APTL Alaska Power & Telephone Co,Telecommunication Services,Specialty Telecommunications,,
ALMY Alchemy Creative Inc,Telecommunication Services,Specialty Telecommunications,,
AIKO Alternative Investment Corp,Telecommunication Services,Specialty Telecommunications,,
ARTM American Nortel Communications Inc,Telecommunication Services,Specialty Telecommunications,,
ACBD Annabidiol Corp,Telecommunication Services,Specialty Telecommunications,,
AVNI Arvana Inc,Telecommunication Services,Specialty Telecommunications,,
AVNE Aventura Equities Inc,Telecommunication Services,Specialty Telecommunications,,
AVSA Avisana Corp,Telecommunication Services,Specialty Telecommunications,,
AVSR Avistar Communications Corp,Telecommunication Services,Specialty Telecommunications,,
BGII BGI Inc,Telecommunication Services,Specialty Telecommunications,,
BRAV Bravada International Ltd,Telecommunication Services,Specialty Telecommunications,,
BABL Buildablock Corp.,Telecommunication Services,Specialty Telecommunications,,
CLWA Fuzebox Software Corp,Telecommunication Services,Specialty Telecommunications,,
CNLK Cannalink Inc,Telecommunication Services,Specialty Telecommunications,,
CELX Celexpress Inc,Telecommunication Services,Specialty Telecommunications,,
CTL CenturyLink Inc,Telecommunication Services,Specialty Telecommunications,,
CPHT Ctc Closeout Inc,Telecommunication Services,Specialty Telecommunications,,
CCMS Champion Communication Services Inc,Telecommunication Services,Specialty Telecommunications,,
CBB Cincinnati Bell Inc,Telecommunication Services,Specialty Telecommunications,,
"CBB,B Cincinnati Bell Inc",Telecommunication Services,Specialty Telecommunications,,
CLRN Clarent Corp,Telecommunication Services,Specialty Telecommunications,,
CCOI Cogent Communications Holdings Inc,Telecommunication Services,Specialty Telecommunications,,
CCOP Competitive Companies Inc,Telecommunication Services,Specialty Telecommunications,,
CORG Cordia Corp,Telecommunication Services,Specialty Telecommunications,,
COUV Carrier Alliance Group Inc,Telecommunication Services,Specialty Telecommunications,,
CVST Covista Communications Inc,Telecommunication Services,Specialty Telecommunications,,
CYZN CyberZone Inc,Telecommunication Services,Specialty Telecommunications,,
DFTC Defentect Group Inc,Telecommunication Services,Specialty Telecommunications,,
DTGI Digerati Technologies Inc,Telecommunication Services,Specialty Telecommunications,,
DIRV DirectView Holdings Inc,Telecommunication Services,Specialty Telecommunications,,
FTR Frontier Communications Corp,Telecommunication Services,Specialty Telecommunications,,
FULO Fullnet Communications Inc,Telecommunication Services,Specialty Telecommunications,,
FSNNQ Fusion Connect Inc,Telecommunication Services,Specialty Telecommunications,,
GLIBB GCI Liberty Inc,Telecommunication Services,Specialty Telecommunications,,
GLIBP GCI Liberty Inc,Telecommunication Services,Specialty Telecommunications,,
GLIBA GCI Liberty Inc,Telecommunication Services,Specialty Telecommunications,,
GHST GHST World Inc,Telecommunication Services,Specialty Telecommunications,,
ENT Global Eagle Entertainment Inc,Telecommunication Services,Specialty Telecommunications,,
GGMC Global Gateway Media & Communications Inc,Telecommunication Services,Specialty Telecommunications,,
GLOW Glowpoint Inc,Telecommunication Services,Specialty Telecommunications,,
GTT GTT Communications Inc,Telecommunication Services,Specialty Telecommunications,,
HGBL Heritage Global Inc,Telecommunication Services,Specialty Telecommunications,,
ICOA ICOA Inc,Telecommunication Services,Specialty Telecommunications,,
IDT IDT Corp,Telecommunication Services,Specialty Telecommunications,,
IMTO InterMetro Communications Inc,Telecommunication Services,Specialty Telecommunications,,
IQST Iqstel Inc,Telecommunication Services,Specialty Telecommunications,,
JUMT Juma Technology Corp,Telecommunication Services,Specialty Telecommunications,,
KATA Katana Broadband Corp,Telecommunication Services,Specialty Telecommunications,,
LBRDB Liberty Broadband Corp,Telecommunication Services,Specialty Telecommunications,,
LBRDA Liberty Broadband Corp,Telecommunication Services,Specialty Telecommunications,,
LBRDK Liberty Broadband Corp,Telecommunication Services,Specialty Telecommunications,,
LICT LICT Corp,Telecommunication Services,Specialty Telecommunications,,
LUDG Ludwig Enterprises Inc,Telecommunication Services,Specialty Telecommunications,,
MDTC Media Technologies Inc,Telecommunication Services,Specialty Telecommunications,,
NTLK Net Talk.com Inc,Telecommunication Services,Specialty Telecommunications,,
NADA North American Datacom Inc,Telecommunication Services,Specialty Telecommunications,,
NORSB North State Telecommunications Corp,Telecommunication Services,Specialty Telecommunications,,
NORSA North State Telecommunications Corp,Telecommunication Services,Specialty Telecommunications,,
NPNTQ Northpoint Communications Group Inc,Telecommunication Services,Specialty Telecommunications,,
NUVR Nuvera Communications Inc,Telecommunication Services,Specialty Telecommunications,,
OOMA Ooma Inc,Telecommunication Services,Specialty Telecommunications,,
OBLR Orbital Enterprise Inc,Telecommunication Services,Specialty Telecommunications,,
OTEL Otelco Inc,Telecommunication Services,Specialty Telecommunications,,
TEUM Pareteum Corp,Telecommunication Services,Specialty Telecommunications,,
PTEL Pegasus Tel Inc,Telecommunication Services,Specialty Telecommunications,,
PHBR PhoneBrasil Internetional Inc,Telecommunication Services,Specialty Telecommunications,,
QNXC QENEX Communications Inc,Telecommunication Services,Specialty Telecommunications,,
RNET RigNet Inc,Telecommunication Services,Specialty Telecommunications,,
RGST Rogue Station Companies Inc,Telecommunication Services,Specialty Telecommunications,,
SAVW SavWatt USA Inc,Telecommunication Services,Specialty Telecommunications,,
SGRB SigmaBroadband Co,Telecommunication Services,Specialty Telecommunications,,
STCO Stratocomm Corp,Telecommunication Services,Specialty Telecommunications,,
SWHI SW Innovative Holdings Inc,Telecommunication Services,Specialty Telecommunications,,
TWOS Teledata World Services Inc,Telecommunication Services,Specialty Telecommunications,,
TLLEQ Teletouch Communications Inc,Telecommunication Services,Specialty Telecommunications,,
TELLF Tellza Inc,Telecommunication Services,Specialty Telecommunications,,
TWER Towerstream Corp,Telecommunication Services,Specialty Telecommunications,,
TGGI Trans Global Group Inc,Telecommunication Services,Specialty Telecommunications,,
TVCE TVC Telecom Inc,Telecommunication Services,Specialty Telecommunications,,
UAMA United American Corp,Telecommunication Services,Specialty Telecommunications,,
VGTL VGTel Inc,Telecommunication Services,Specialty Telecommunications,,
VPER Viper Networks Inc,Telecommunication Services,Specialty Telecommunications,,
VREOF Vireo Health International Inc,Telecommunication Services,Specialty Telecommunications,,
VSTCQ Vision Technology Corp,Telecommunication Services,Specialty Telecommunications,,
VIZG VisionGlobal Corp,Telecommunication Services,Specialty Telecommunications,,
VSST Voice Assist Inc,Telecommunication Services,Specialty Telecommunications,,
VPLM Voip-Pal.Com Inc,Telecommunication Services,Specialty Telecommunications,,
VG Vonage Holdings Corp,Telecommunication Services,Specialty Telecommunications,,
WKYN WebSky Inc,Telecommunication Services,Specialty Telecommunications,,
WSTN Westlin Corp,Telecommunication Services,Specialty Telecommunications,,
WOW WideOpenWest Inc,Telecommunication Services,Specialty Telecommunications,,
WINMQ Windstream Holdings Inc,Telecommunication Services,Specialty Telecommunications,,
WNTR Worldwide Diversified Holdings Inc,Telecommunication Services,Specialty Telecommunications,,
WQNI WQN Inc,Telecommunication Services,Specialty Telecommunications,,
ZAYO Zayo Group Holdings Inc,Telecommunication Services,Specialty Telecommunications,,
ATEX Anterix Inc,Telecommunication Services,Wireless Telecommunications,,
AQIS Aquis Communications Group Inc,Telecommunication Services,Wireless Telecommunications,,
AWSI Aria Wireless Systems Inc,Telecommunication Services,Wireless Telecommunications,,
BZTG Heffx Inc,Telecommunication Services,Wireless Telecommunications,,
CYCA Cytta Corp,Telecommunication Services,Wireless Telecommunications,,
ERFB ERF Wireless Inc,Telecommunication Services,Wireless Telecommunications,,
GSAT Globalstar Inc,Telecommunication Services,Wireless Telecommunications,,
GOGO Gogo Inc,Telecommunication Services,Wireless Telecommunications,,
ITDD Integrated Data Corp,Telecommunication Services,Wireless Telecommunications,,
IRDM Iridium Communications Inc,Telecommunication Services,Wireless Telecommunications,,
LYNS Lightyear Network Solutions Inc,Telecommunication Services,Wireless Telecommunications,,
MMND Mastermind Inc,Telecommunication Services,Wireless Telecommunications,,
NIHD NII Holdings Inc,Telecommunication Services,Wireless Telecommunications,,
ORBC ORBCOMM Inc,Telecommunication Services,Wireless Telecommunications,,
QOWI Quality One Wireless LLC,Telecommunication Services,Wireless Telecommunications,,
RMTD Remote Dynamics Inc,Telecommunication Services,Wireless Telecommunications,,
SANT Santeon Group Inc,Telecommunication Services,Wireless Telecommunications,,
SKGO Skybridge Technology Group Inc,Telecommunication Services,Wireless Telecommunications,,
SMRN Smartag International Inc,Telecommunication Services,Wireless Telecommunications,,
SPDE Speedus Corp,Telecommunication Services,Wireless Telecommunications,,
SPOK Spok Holdings Inc,Telecommunication Services,Wireless Telecommunications,,
S Sprint Corp,Telecommunication Services,Wireless Telecommunications,,
TMUS T-Mobile US Inc,Telecommunication Services,Wireless Telecommunications,,
TDA Telephone and Data Systems Inc,Telecommunication Services,Wireless Telecommunications,,
TDI Telephone and Data Systems Inc,Telecommunication Services,Wireless Telecommunications,,
TDE Telephone and Data Systems Inc,Telecommunication Services,Wireless Telecommunications,,
TDSNA Telephone and Data Systems Inc,Telecommunication Services,Wireless Telecommunications,,
TDJ Telephone and Data Systems Inc,Telecommunication Services,Wireless Telecommunications,,
TDS Telephone and Data Systems Inc,Telecommunication Services,Wireless Telecommunications,,
TPTW TPT Global Tech Inc,Telecommunication Services,Wireless Telecommunications,,
TLLYF Trilogy International Partners Inc,Telecommunication Services,Wireless Telecommunications,,
UNSI Unified Signal Inc,Telecommunication Services,Wireless Telecommunications,,
USM United States Cellular Corp,Telecommunication Services,Wireless Telecommunications,,
UZC United States Cellular Corp,Telecommunication Services,Wireless Telecommunications,,
UZB United States Cellular Corp,Telecommunication Services,Wireless Telecommunications,,
UZA United States Cellular Corp,Telecommunication Services,Wireless Telecommunications,,
UVCL UniverCell Holdings Inc,Telecommunication Services,Wireless Telecommunications,,
VTON Vast Solutions Inc,Telecommunication Services,Wireless Telecommunications,,
VTTH Vast Solutions Inc,Telecommunication Services,Wireless Telecommunications,,
WWII World of Wireless International Telecom Inc,Telecommunication Services,Wireless Telecommunications,,
AGHEF Agility Health Inc,Healthcare,Hospital/Nursing Management,,
ALLQ All-Q-Tell Corp,Healthcare,Hospital/Nursing Management,,
GNOW American CareSource Holdings Inc,Healthcare,Hospital/Nursing Management,,
BICX BioCorRx Inc,Healthcare,Hospital/Nursing Management,,
BKD Brookdale Senior Living Inc,Healthcare,Hospital/Nursing Management,,
CNWI Cardiac Network Inc,Healthcare,Hospital/Nursing Management,,
CYH Community Health Systems Inc,Healthcare,Hospital/Nursing Management,,
DPLO Diplomat Pharmacy Inc,Healthcare,Hospital/Nursing Management,,
DVCR Diversicare Healthcare Services Inc,Healthcare,Hospital/Nursing Management,,
EHC Encompass Health Corp,Healthcare,Hospital/Nursing Management,,
ERUC ER Urgent Care Holdings Inc,Healthcare,Hospital/Nursing Management,,
FPCG First Physicians Capital Group Inc,Healthcare,Hospital/Nursing Management,,
FVE Five Star Senior Living Inc,Healthcare,Hospital/Nursing Management,,
GEGR National Health Scan,Healthcare,Hospital/Nursing Management,,
GEN Genesis Healthcare Inc,Healthcare,Hospital/Nursing Management,,
GOGY Golden Grail Technology Corp,Healthcare,Hospital/Nursing Management,,
HCA HCA Healthcare Inc,Healthcare,Hospital/Nursing Management,,
HQDA HQDA Elderly Life Network Corp,Healthcare,Hospital/Nursing Management,,
LHRP Lifehouse Retirement Properties Inc,Healthcare,Hospital/Nursing Management,,
PDPR Marathon Group Corp,Healthcare,Hospital/Nursing Management,,
MEDD Medical Imaging Corp,Healthcare,Hospital/Nursing Management,,
MAHN Mid Atlantic Home Health Network Inc,Healthcare,Hospital/Nursing Management,,
MYHA My Healthy Access Inc,Healthcare,Hospital/Nursing Management,,
NHC National Healthcare Corp,Healthcare,Hospital/Nursing Management,,
OPMC OptimumCare Corp,Healthcare,Hospital/Nursing Management,,
PAOG PAO Group Inc,Healthcare,Hospital/Nursing Management,,
PINC Premier Inc,Healthcare,Hospital/Nursing Management,,
QHC Quorum Health Corp,Healthcare,Hospital/Nursing Management,,
SEM Select Medical Holdings Corp,Healthcare,Hospital/Nursing Management,,
SSY SunLink Health Systems Inc,Healthcare,Hospital/Nursing Management,,
SGRY Surgery Partners Inc,Healthcare,Hospital/Nursing Management,,
TDOC Teladoc Health Inc,Healthcare,Hospital/Nursing Management,,
THC Tenet Healthcare Corp,Healthcare,Hospital/Nursing Management,,
JYNT Joint Corp,Healthcare,Hospital/Nursing Management,,
UHID Universal Health Services Inc,Healthcare,Hospital/Nursing Management,,
UHS Universal Health Services Inc,Healthcare,Hospital/Nursing Management,,
CVHIF Ventura Cannabis and Wellness Corp,Healthcare,Hospital/Nursing Management,,
VMD Viemed Healthcare Inc,Healthcare,Hospital/Nursing Management,,
WCUI Wellness Center USA Inc,Healthcare,Hospital/Nursing Management,,
WEQL WellQuest Medical & Wellness Corp,Healthcare,Hospital/Nursing Management,,
WPHM Winston Pharmaceuticals Inc,Healthcare,Hospital/Nursing Management,,
ANTM Anthem Inc,Healthcare,Managed Health Care,,
CNC Centene Corp,Healthcare,Managed Health Care,,
CI Cigna Corp,Healthcare,Managed Health Care,,
ELNX Aperture Health Inc,Healthcare,Managed Health Care,,
ECSL Encounter Care Solutions Inc,Healthcare,Managed Health Care,,
HUM Humana Inc,Healthcare,Managed Health Care,,
MGLN Magellan Health Inc,Healthcare,Managed Health Care,,
MOH Molina Healthcare Inc,Healthcare,Managed Health Care,,
PFHO Pacific Health Care Organization Inc,Healthcare,Managed Health Care,,
ACGI Amacore Group Inc,Healthcare,Managed Health Care,,
UNH UnitedHealth Group Inc,Healthcare,Managed Health Care,,
WCG WellCare Health Plans Inc,Healthcare,Managed Health Care,,
AAC AAC Holdings Inc,Healthcare,Medical/Nursing Service,,
ACHC Acadia Healthcare Company Inc,Healthcare,Medical/Nursing Service,,
ACNV Accelera Innovations Inc,Healthcare,Medical/Nursing Service,,
ADUS Addus Homecare Corp,Healthcare,Medical/Nursing Service,,
AGHC Aeon Global Health Corp,Healthcare,Medical/Nursing Service,,
AHGIF Alternate Health Corp,Healthcare,Medical/Nursing Service,,
AMED Amedisys Inc,Healthcare,Medical/Nursing Service,,
AMBD American Mobile Dental Corp,Healthcare,Medical/Nursing Service,,
ARA American Renal Associates Holdings Inc,Healthcare,Medical/Nursing Service,,
AMS American Shared Hospital Services,Healthcare,Medical/Nursing Service,,
SWRM Appswarm Inc,Healthcare,Medical/Nursing Service,,
APTX Aptinyx Inc,Healthcare,Medical/Nursing Service,,
BMCS Biotech Medics Inc,Healthcare,Medical/Nursing Service,,
BPSR Organicell Regenerative Medicine Inc,Healthcare,Medical/Nursing Service,,
BDYS Bodyscan Corp,Healthcare,Medical/Nursing Service,,
CGIX Cancer Genetics Inc,Healthcare,Medical/Nursing Service,,
CTHZ Cancer Treatment Holdings Inc,Healthcare,Medical/Nursing Service,,
CNMF Canfield Medical Supply Inc,Healthcare,Medical/Nursing Service,,
CSU Capital Senior Living Corp,Healthcare,Medical/Nursing Service,,
CSTL Castle Biosciences Inc,Healthcare,Medical/Nursing Service,,
CATS Catasys Inc,Healthcare,Medical/Nursing Service,,
CBAI CBA Florida Inc,Healthcare,Medical/Nursing Service,,
CEVE Ceres Ventures Inc,Healthcare,Medical/Nursing Service,,
CPAI Champion Pain Care Corp,Healthcare,Medical/Nursing Service,,
CHE Chemed Corp,Healthcare,Medical/Nursing Service,,
CHCR Advanzeon Solutions Inc,Healthcare,Medical/Nursing Service,,
DVA DaVita Inc,Healthcare,Medical/Nursing Service,,
DNAT DNA Medical Technologies Inc,Healthcare,Medical/Nursing Service,,
EFOR Efoora Health Management Inc,Healthcare,Medical/Nursing Service,,
EWLL eWellness Healthcare Corp,Healthcare,Medical/Nursing Service,,
XGN Exagen Inc,Healthcare,Medical/Nursing Service,,
FLGT Fulgent Genetics Inc,Healthcare,Medical/Nursing Service,,
GOOO GoooGreen Inc,Healthcare,Medical/Nursing Service,,
GH Guardant Health Inc,Healthcare,Medical/Nursing Service,,
GHSI Guardion Health Sciences Inc,Healthcare,Medical/Nursing Service,,
HNGR Hanger Inc,Healthcare,Medical/Nursing Service,,
HRVSF Harvest Health & Recreation Inc,Healthcare,Medical/Nursing Service,,
HADV Health Advance Inc,Healthcare,Medical/Nursing Service,,
HAHI Help At Home Inc,Healthcare,Medical/Nursing Service,,
HEMA Hemacare Corp,Healthcare,Medical/Nursing Service,,
IMAC IMAC Holdings Inc,Healthcare,Medical/Nursing Service,,
INDR Indie Ranch Media Inc,Healthcare,Medical/Nursing Service,,
NVTA Invitae Corp,Healthcare,Medical/Nursing Service,,
JMON James Monroe Capital Corp,Healthcare,Medical/Nursing Service,,
LHCG LHC Group Inc,Healthcare,Medical/Nursing Service,,
MDGP MEDgroup Inc,Healthcare,Medical/Nursing Service,,
MD MEDNAX Inc,Healthcare,Medical/Nursing Service,,
NNBP Nanobac Pharmaceuticals Inc,Healthcare,Medical/Nursing Service,,
NQCI National Quality Care Inc,Healthcare,Medical/Nursing Service,,
NEO Neogenomics Inc,Healthcare,Medical/Nursing Service,,
BBAL New York Health Care Inc,Healthcare,Medical/Nursing Service,,
NVOS Novo Integrated Sciences Inc,Healthcare,Medical/Nursing Service,,
OJSY Cad Dental Holdings Inc,Healthcare,Medical/Nursing Service,,
OPTN OptiNose Inc,Healthcare,Medical/Nursing Service,,
BIOS Option Care Health Inc,Healthcare,Medical/Nursing Service,,
PFWIQ Petrone Worldwide Inc,Healthcare,Medical/Nursing Service,,
PPCQ Premier Pacific Construction Inc,Healthcare,Medical/Nursing Service,,
PDEX Pro-Dex Inc,Healthcare,Medical/Nursing Service,,
RDNT RadNet Inc,Healthcare,Medical/Nursing Service,,
RBTI Red Branch Technologies Inc,Healthcare,Medical/Nursing Service,,
ROIX Response Oncology Inc,Healthcare,Medical/Nursing Service,,
SDNI Scandia Inc,Healthcare,Medical/Nursing Service,,
SOLS Sollensys Corp,Healthcare,Medical/Nursing Service,,
SMAS Somatic Systems Inc,Healthcare,Medical/Nursing Service,,
SWNM Global Habitat Resources Inc,Healthcare,Medical/Nursing Service,,
ENSG Ensign Group Inc,Healthcare,Medical/Nursing Service,,
TTCS Tie Technologies Inc,Healthcare,Medical/Nursing Service,,
TVTY Tivity Health Inc,Healthcare,Medical/Nursing Service,,
USPH U.S. Physical Therapy Inc,Healthcare,Medical/Nursing Service,,
UDHI Union Dental Holdings Inc,Healthcare,Medical/Nursing Service,,
XLRM XLR Medical Corp,Healthcare,Medical/Nursing Service,,
ZICX Zicix Corp,Healthcare,Medical/Nursing Service,,
ADHC American Diversified Holdings Corp,Healthcare,Services to the Health Industry,,
AMEH Apollo Medical Holdings Inc,Healthcare,Services to the Health Industry,,
APYI Aspyra Inc,Healthcare,Services to the Health Industry,,
ECGR Bellatora Inc,Healthcare,Services to the Health Industry,,
BASI Bioanalytical Systems Inc,Healthcare,Services to the Health Industry,,
CGHC Capital Group Holdings Inc,Healthcare,Services to the Health Industry,,
CCMZ Complete Care Medical Inc,Healthcare,Services to the Health Industry,,
CMPD CompuMed Inc,Healthcare,Services to the Health Industry,,
CCEL Cryo-Cell International Inc,Healthcare,Services to the Health Industry,,
DPAT Dental Patient Care America Inc,Healthcare,Services to the Health Industry,,
